업소 명,자치구 명,업태 명,지도 Y좌표,지도 X좌표,도로명주소
미니미,영등포구,일식,37.51888114,126.9087589,서울특별시 영등포구 영등포로
원할머니보쌈(영등포점),영등포구,한식,37.51745385,126.9086249,서울특별시 영등포구 영중로4길
더큰집 암소 한우,강남구,한식,37.51904641,127.0279855,서울특별시 강남구 도산대로
양자강,영등포구,중국식,37.51941941,126.9386126,서울특별시 영등포구 63로
뉴욕바닷가재삼천포세꼬시잡어,영등포구,기타(일반음식점),37.51936392,126.9295903,서울특별시 영등포구 여의대방로65길
한양원,영등포구,한식,37.51919148,126.9305316,서울특별시 영등포구 여의대방로65길
코이누르,영등포구,경양식,37.51962727,126.9300335,서울특별시 영등포구 여의대방로65길
새벽항구,영등포구,경양식,37.52044134,126.9292952,서울특별시 영등포구 여의대방로65길
밍(Ming)1956,영등포구,중국식,37.520762,126.9291365,서울특별시 영등포구 국제금융로8길
란나타이,영등포구,한식,37.52020495,126.9318022,서울특별시 영등포구 국제금융로
그릴아지사이2,영등포구,일식,37.52111981,126.9308375,서울특별시 영등포구 국제금융로
이남장 여의도점,영등포구,한식,37.52140057,126.9302355,서울특별시 영등포구 여의대방로69길
대청마루,영등포구,한식,37.52146942,126.924973,서울특별시 영등포구 여의나루로
신동양,영등포구,중국식,37.52146942,126.924973,서울특별시 영등포구 여의나루로
먹고을전주콩나물국밥,중랑구,한식,37.61596391,127.0779716,서울특별시 중랑구 중랑역로
동해도스바루,영등포구,일식,37.52403775,126.9229024,서울특별시 영등포구 여의대로
채전마루,중랑구,한식,37.59256798,127.0868969,서울특별시 중랑구 면목로
신한국관,영등포구,한식,37.52661505,126.9182026,서울특별시 영등포구 의사당대로
국민갈비탕.찜.전문,중랑구,한식,37.58432513,127.0876708,서울특별시 중랑구 면목로55길
(주)찜나라,중랑구,한식,37.57845913,127.0859431,서울특별시 중랑구 면목로
강남샤브샤브칼국수부대찌개&amp;매운쭈꾸미,중랑구,한식,37.57855977,127.0863146,서울특별시 중랑구 면목로
대웅갈비마당,중랑구,한식,37.58244374,127.0878225,서울특별시 중랑구 사가정로51길
세양원,영등포구,중국식,37.52853346,126.9197663,서울특별시 영등포구 국회대로68길
농부보쌈,중랑구,한식,37.58649631,127.094933,서울특별시 중랑구 용마산로
소우가,중랑구,한식,37.57849168,127.0857892,서울특별시 중랑구 면목로
한고가,영등포구,한식,37.53029008,126.9219683,서울특별시 영등포구 국회대로76길
숯불집,중랑구,한식,37.57775631,127.0860102,서울특별시 중랑구 면목로
오발탄,중구,한식,37.56175702,126.994857,서울특별시 중구 퇴계로
고향역,영등포구,일식,37.51919148,126.9305316,서울특별시 영등포구 여의대방로65길
대림정,중구,한식,37.56175702,126.994857,서울특별시 중구 퇴계로
서울 삼계탕,중구,한식,37.56495706,126.9901617,서울특별시 중구 마른내로
이푸드,영등포구,한식,37.52685333,126.8918295,서울특별시 영등포구 선유로
지니에올리,중구,분식,37.56362164,126.9764438,서울특별시 중구 세종대로
아하바,중구,한식,37.56606066,126.9723637,서울특별시 중구 정동길
우림정,영등포구,한식,37.5257613,126.887944,서울특별시 영등포구 양산로
미가참치,중구,일식,37.56533903,126.9895957,서울특별시 중구 수표로
평양면옥,중구,한식,37.56336071,127.0066508,서울특별시 중구 장충단로
그린팜(Green farm 메르디앙구내식당),영등포구,한식,37.52563248,126.8889216,서울특별시 영등포구 양산로
정성본샤브수끼칼국수,중구,경양식,37.567462,127.0074933,서울특별시 중구 을지로43길
화우돈,영등포구,한식,37.52212109,126.8877775,서울특별시 영등포구 영등포로12길
스칸디나비안 클럽,중구,뷔페식,37.56786211,126.9937835,서울특별시 중구 을지로15길
사조참치,중구,일식,37.5666641,126.980246,서울특별시 중구 남대문로9길
썬프라자부페(태양외식산업),영등포구,뷔페식,37.49637713,126.9080943,서울특별시 영등포구 신길로
신창면옥,중구,한식,37.56425469,126.9996604,서울특별시 중구 마른내로
흥부골숯불돼지갈비,중구,한식,37.561854,127.0101457,서울특별시 중구 청구로
가나안,중구,한식,37.55570193,127.0108285,서울특별시 중구 다산로
상하이궁,영등포구,중국식,37.52064906,126.8899064,서울특별시 영등포구 선유로
광동수산,중구,일식,37.56395445,127.0162128,서울특별시 중구 다산로
목포낙지,중구,한식,37.56287645,127.0189154,서울특별시 중구 퇴계로86길
약수한방삼계탕,중구,한식,37.55153235,127.0077361,서울특별시 중구 다산로
노부가,영등포구,한식,37.52067497,126.8906484,서울특별시 영등포구 문래북로
이화원,중구,중국식,37.55928049,127.0128572,서울특별시 중구 다산로
명동 신해물찜,중구,중국식,37.56374862,126.9810753,서울특별시 중구 남대문로7길
잼배옥,중구,한식,37.56249663,126.9737277,서울특별시 중구 세종대로9길
가정옥,중구,한식,37.56297563,126.972315,서울특별시 중구 서소문로
청송옥,중구,한식,37.56352361,126.9730573,서울특별시 중구 서소문로11길
미만호,영등포구,한식,37.5151039,126.8954344,서울특별시 영등포구 당산로2길
월매네남원추어탕,중구,분식,37.56332544,126.9732883,서울특별시 중구 서소문로
제이하우스,영등포구,호프(소주방),37.51686936,126.8948573,서울특별시 영등포구 당산로
유진참치,중구,일식,37.56226955,126.9736191,서울특별시 중구 세종대로11길
김명자굴국밥전문점,중구,한식,37.56285375,126.9752533,서울특별시 중구 세종대로
홍도참치,중구,일식,37.56201448,126.977558,서울특별시 중구 남대문로1길
춘천명가닭갈비전문점,중구,한식,37.56195693,126.9781783,서울특별시 중구 남대문로
한우마당,중구,한식,37.56167595,126.9788529,서울특별시 중구 남대문로5길
원조할머니낙지센타,중구,일식,37.56278211,126.9774491,서울특별시 중구 남대문로1길
흑돈연가,중구,통닭(치킨),37.56240726,126.9772546,서울특별시 중구 남대문로1길
본가쭈꾸미볶음,영등포구,한식,37.4895671,126.9055245,서울특별시 영등포구 대림로
마구로생(마구로生),중구,일식,37.56259825,126.977164,서울특별시 중구 남대문로1길
전가복,영등포구,중국식,37.49429787,126.8995569,서울특별시 영등포구 도림로
천궁전,영등포구,중국식,37.49135539,126.8977064,서울특별시 영등포구 디지털로37길
화평동왕냉면황제갈비,영등포구,한식,37.50299852,126.8960122,서울특별시 영등포구 대림로
백상,중구,한식,37.56118049,127.0008511,서울특별시 중구 서애로1길
이바돔감자탕,중구,한식,37.56403742,127.0156061,서울특별시 중구 다산로39길
고바우,중구,한식,37.56876511,126.9795618,서울특별시 중구 무교로
명동충무김밥,중구,분식,37.56287699,126.9848333,서울특별시 중구 명동8길
넓은들두부골,양천구,한식,37.52269793,126.8519752,서울특별시 양천구 중앙로
명동부대찌개 황기족발,중구,한식,37.56414185,126.9838007,서울특별시 중구 명동길
내림손삼계탕,중구,한식,37.5646466,126.9852359,서울특별시 중구 명동9길
놀부부대찌게,중구,한식,37.56323744,126.985209,서울특별시 중구 명동10길
북창동순두부,양천구,한식,37.51740518,126.8653062,서울특별시 양천구 목동서로
진미족발,중구,한식,37.56757956,126.9804993,서울특별시 중구 다동길
낙지뻘해물탕,양천구,한식,37.51828691,126.8706347,서울특별시 양천구 목동동로8길
대원집,중구,한식,37.56741035,126.9816539,서울특별시 중구 을지로3길
일품신토오리,양천구,한식,37.50989621,126.866885,서울특별시 양천구 목동남로
다흰정,중구,경양식,37.56007888,126.9762457,서울특별시 중구 남대문로
사조참치전문점,종로구,한식,37.574726,126.9790213,서울특별시 종로구 종로1길
푸주옥 설렁탕도가니탕,양천구,한식,37.51022002,126.8429605,서울특별시 양천구 남부순환로
송정갈비,종로구,한식,37.5718266,127.0037853,서울특별시 종로구 종로35길
(주)석파랑,종로구,한식,37.59925649,126.958749,서울특별시 종로구 자하문로
다미로,양천구,한식,37.52008436,126.8603015,서울특별시 양천구 중앙로32길
태진복집,종로구,복어취급,37.57902771,126.9720827,서울특별시 종로구 자하문로10길
다정,종로구,한식,37.57920081,126.9725354,서울특별시 종로구 자하문로8길
봉피양,양천구,한식,37.51588403,126.8365464,서울특별시 양천구 신월로
감로당,종로구,경양식,37.57723675,126.9730252,서울특별시 종로구 자하문로4길
들풀식당,종로구,한식,37.58642619,126.970137,서울특별시 종로구 자하문로
대송,종로구,한식,37.58094488,126.9714932,서울특별시 종로구 자하문로
어린왕자,양천구,경양식,37.52483112,126.8700215,서울특별시 양천구 오목로
신토불이식당,종로구,한식,37.57062648,127.003577,서울특별시 종로구 종로
박가네닭한마리,종로구,한식,37.57048236,127.001544,서울특별시 종로구 동호로
미담,양천구,한식,37.53182536,126.8756617,서울특별시 양천구 목동서로
신촌설렁탕종로5가점,종로구,한식,37.57070941,127.001544,서울특별시 종로구 종로
솔레미오 종로3가점,종로구,한식,37.56993771,126.9895996,서울특별시 종로구 수표로
어촌가,양천구,한식,37.54164741,126.8636467,서울특별시 양천구 등촌로
돌쇠감자탕순대국,양천구,한식,37.54678609,126.876171,서울특별시 양천구 공항대로
대복,양천구,복어취급,37.52535499,126.8679345,서울특별시 양천구 오목로
시세이돈까스,종로구,경양식,37.57536635,126.9733202,서울특별시 종로구 사직로
우정 광화문점,종로구,분식,37.57536635,126.9733202,서울특별시 종로구 사직로
동원참치광화문본점,종로구,일식,37.57536635,126.9733202,서울특별시 종로구 사직로
명가,종로구,분식,37.57536635,126.9733202,서울특별시 종로구 사직로
목포홍탁,종로구,정종/대포집(선술집),37.57646559,126.973424,서울특별시 종로구 자하문로2길
착한고기목동점,양천구,한식,37.52426358,126.8751177,서울특별시 양천구 오목로
창평순대국,양천구,한식,37.52440154,126.8726875,서울특별시 양천구 오목로
산내들,종로구,한식,37.57446182,126.9735967,서울특별시 종로구 새문안로5가길
특미순대국,종로구,기타(일반음식점),37.57446182,126.9735967,서울특별시 종로구 새문안로5가길
산채,양천구,호프(소주방),37.52330528,126.8754587,서울특별시 양천구 신목로
진수성찬,종로구,한식,37.57446182,126.9735967,서울특별시 종로구 새문안로5가길
미재연,종로구,한식,37.57735787,126.9854281,서울특별시 종로구 북촌로1길
봉추찜닭(인사점),종로구,한식,37.57276296,126.9868236,서울특별시 종로구 인사동길
정동원청기와감자탕,양천구,한식,37.53681222,126.8712906,서울특별시 양천구 목동중앙로
청진식당,종로구,한식,37.57056081,126.9857916,서울특별시 종로구 종로11길
강남면옥,종로구,경양식,37.57246383,126.9868734,서울특별시 종로구 인사동길
논밭골,종로구,경양식,37.57113728,126.9844829,서울특별시 종로구 종로9길
종가집,종로구,한식,37.57244925,126.985429,서울특별시 종로구 인사동5길
신호원,종로구,일식,37.57655505,127.0025766,서울특별시 종로구 대학로
조마루(신설동점),종로구,한식,37.57398353,127.021223,서울특별시 종로구 난계로29길
화로숯불구이,송파구,한식,37.53129236,127.1204817,서울특별시 송파구 올림픽로
자연담은 치킨 광화문점,종로구,통닭(치킨),37.57143497,126.9759161,서울특별시 종로구 새문안로9길
돌고래횟집,종로구,생선회,37.57281387,126.9919221,서울특별시 종로구 율곡로8길
어도일식,송파구,기타(일반음식점),37.5279843,127.116476,서울특별시 송파구 강동대로9길
씨씨월드,종로구,한식,37.58514332,126.9974322,서울특별시 종로구 성균관로
장수설렁탕,송파구,한식,37.5054874,127.0831224,서울특별시 송파구 백제고분로
오렌지 샤브샤브,종로구,한식,37.58273586,127.002844,서울특별시 종로구 대학로12길
주식회사 희스토리푸드(순대실록),종로구,중국식,37.58329447,127.0030568,서울특별시 종로구 동숭길
제비원,송파구,한식,37.50626055,127.0803908,서울특별시 송파구 백제고분로
금강산,종로구,한식,37.57364746,126.9742128,서울특별시 종로구 새문안로5길
김명자굴국밥전문점,종로구,한식,37.57202929,126.9742949,서울특별시 종로구 새문안로5길
김영희강남동태찜(본점),송파구,한식,37.50642351,127.0893394,서울특별시 송파구 삼전로
호박식당,송파구,한식,37.50654957,127.0894436,서울특별시 송파구 삼전로
국수사,종로구,일식,37.57112137,126.9756626,서울특별시 종로구 새문안로9길
미강,종로구,한식,37.57086527,126.9745941,서울특별시 종로구 새문안로5길
공룡고기,송파구,한식,37.51029356,127.0853627,서울특별시 송파구 백제고분로17길
알루메(AL Lume),송파구,경양식,37.50965381,127.0828873,서울특별시 송파구 백제고분로9길
황금정,종로구,한식,37.57675676,126.9702586,서울특별시 종로구 자하문로1길
독도참치,송파구,일식,37.51090131,127.0821602,서울특별시 송파구 백제고분로7길
삼대불고기냉면,종로구,한식,37.57367399,127.0188502,서울특별시 종로구 종로
지리산,종로구,한식,37.57530359,126.9853968,서울특별시 종로구 인사동14길
불이아,송파구,중국식,37.51112632,127.0798893,서울특별시 송파구 올림픽로8길
문오리,종로구,한식,37.57341881,126.9861941,서울특별시 종로구 인사동6길
초정,종로구,한식,37.57441701,126.9853109,서울특별시 종로구 인사동10길
바비아띠,송파구,한식,37.49974284,127.1400859,서울특별시 송파구 성내천로
계림상황 삼계탕,종로구,한식,37.57258252,126.9848675,서울특별시 종로구 인사동5길
안주마을,송파구,한식,37.50315409,127.138518,서울특별시 송파구 동남로
통영굴밥,중랑구,한식,37.59839701,127.0797787,서울특별시 중랑구 동일로
예원,송파구,중국식,37.51442618,127.1006103,서울특별시 송파구 올림픽로
월드식당,송파구,한식,37.51144087,127.1019907,서울특별시 송파구 송파대로
태능가든,중랑구,한식,37.60583425,127.096081,서울특별시 중랑구 신내로14길
봉화산면옥,중랑구,한식,37.6063068,127.0955516,서울특별시 중랑구 신내로
(주)타워식당,송파구,한식,37.51144087,127.1019907,서울특별시 송파구 송파대로
안장골오리농원신내점,중랑구,한식,37.60672798,127.1004763,서울특별시 중랑구 용마산로
그물에걸린바다,중랑구,일식,37.60793991,127.0992956,서울특별시 중랑구 봉화산로
훔친갈비,중랑구,한식,37.60908425,127.101313,서울특별시 중랑구 용마산로
청해수산,중랑구,생선회,37.59563918,127.0860489,서울특별시 중랑구 면목로
행복한청국장,송파구,한식,0,0,서울특별시 송파구 올림픽로
부산회집,송파구,일식,37.51852103,127.1039777,서울특별시 송파구 올림픽로35길
인사면옥,종로구,기타(일반음식점),37.57356646,126.9852794,서울특별시 종로구 인사동길
보리네생고기간,송파구,한식,37.50230672,127.1116953,서울특별시 송파구 가락로
두르가,종로구,경양식,37.56976411,126.9840893,서울특별시 종로구 종로8길
봉평메밀촌,송파구,한식,37.50197587,127.1109257,서울특별시 송파구 가락로18길
(주)이바돔 종각본점,종로구,한식,37.56970287,126.9842795,서울특별시 종로구 우정국로2길
육쌈냉면,종로구,한식,37.56970287,126.9842795,서울특별시 종로구 우정국로2길
WANCHU&amp;떡쌈시대,종로구,한식,37.56945054,126.9839037,서울특별시 종로구 우정국로2길
불타니한우,송파구,한식,37.51136631,127.1088042,서울특별시 송파구 오금로
스카이31 하이마트,종로구,경양식,37.56863283,126.9871503,서울특별시 종로구 청계천로
화사랑화로구이(송파점),송파구,한식,37.50978072,127.1124664,서울특별시 송파구 오금로
해장금,종로구,한식,37.57917076,126.9862021,서울특별시 종로구 북촌로4길
만다린,송파구,중국식,37.50557702,127.1211913,서울특별시 송파구 오금로
광양불고기,송파구,한식,37.50502628,127.1054563,서울특별시 송파구 백제고분로39길
엘마레따,종로구,뷔페식,37.57231191,126.9825674,서울특별시 종로구 삼봉로
주은감자탕,송파구,한식,37.50380832,127.0968006,서울특별시 송파구 삼학사로
콩향기,은평구,한식,37.65685395,126.9476429,서울특별시 은평구 대서문길
북한산성 시골밥상,은평구,한식,37.65623825,126.9489443,서울특별시 은평구 대서문길
소담터,송파구,한식,37.52034114,127.1155184,서울특별시 송파구 올림픽로
산들애 보리밥,은평구,한식,37.65613386,126.949239,서울특별시 은평구 대서문길
함흥냉면 명동 명동칼국수,은평구,한식,37.58821762,126.9126055,서울특별시 은평구 증산로
삿포로참치,송파구,일식,37.51320357,127.1096619,서울특별시 송파구 올림픽로32길
현대민물장어,송파구,생선회,37.51323318,127.108825,서울특별시 송파구 오금로13길
은평양촌리,은평구,한식,37.60087135,126.9232626,서울특별시 은평구 은평로
본가,송파구,한식,37.51550071,127.1120271,서울특별시 송파구 오금로11길
원할머니 보쌈(녹번점),은평구,한식,37.60108975,126.9266642,서울특별시 은평구 은평로
안동국시집 도람,송파구,중국식,37.51312567,127.1228956,서울특별시 송파구 위례성대로12길
미우미우,송파구,한식,37.51138064,127.1269556,서울특별시 송파구 양재대로71길
한마음,은평구,한식,37.60523383,126.9152039,서울특별시 은평구 연서로
홈수끼,송파구,한식,37.51204094,127.1262418,서울특별시 송파구 위례성대로
씨푸드락,송파구,한식,37.51354766,127.1225841,서울특별시 송파구 위례성대로
마포주물럭,송파구,한식,37.51207441,127.1218216,서울특별시 송파구 위례성대로12길
영미식당,송파구,한식,37.48025333,127.1263421,서울특별시 송파구 충민로
채선당,송파구,한식,37.48418205,127.1260412,서울특별시 송파구 문정로4길
샤갈의눈내리는마을,송파구,경양식,37.48961974,127.1233727,서울특별시 송파구 동남로
조선한우,송파구,한식,37.50577267,127.0920937,서울특별시 송파구 백제고분로25길
대광 생고기 전문점,은평구,호프(소주방),37.59118988,126.9161755,서울특별시 은평구 가좌로
마당생등심,송파구,한식,0,0,서울특별시 송파구 동남로
포하임 가락(포하임컴퍼니주식회사),송파구,기타(일반음식점),37.49434665,127.1214129,서울특별시 송파구 중대로
먹고나보자,은평구,한식,37.59660548,126.9097104,서울특별시 은평구 은평로
거구성,은평구,중국식,37.5906627,126.9053153,서울특별시 은평구 은평터널로
문경집,송파구,한식,37.49877902,127.1184391,서울특별시 송파구 송이로14길
남흥골 삼호가든,은평구,한식,37.58047463,126.8971318,서울특별시 은평구 수색로
일성갈비,은평구,한식,37.58273011,126.8964313,서울특별시 은평구 은평터널로
대명개발(주)식당,은평구,한식,37.62629173,126.9203863,서울특별시 은평구 통일로
유정식당,성북구,한식,37.59329405,127.034644,서울특별시 성북구 북악산로29길
본쭈꾸미,은평구,한식,37.62629173,126.9203863,서울특별시 은평구 통일로
청수장,성북구,한식,37.6190818,126.9962032,서울특별시 성북구 보국문로
이레면옥,은평구,한식,37.62571867,126.9203326,서울특별시 은평구 통일로
토성 잠실 감자탕,은평구,한식,37.62185511,126.9201373,서울특별시 은평구 통일로
만선,은평구,일식,37.60925209,126.9316303,서울특별시 은평구 진흥로
교동전선생 불광점,은평구,한식,37.61040832,126.9305375,서울특별시 은평구 통일로66길
설참치,은평구,한식,37.61049852,126.9307095,서울특별시 은평구 통일로66길
종갓집메기촌,성북구,한식,37.61277092,127.0099624,서울특별시 성북구 보국문로16길
채소야,은평구,한식,37.62375565,126.9276795,서울특별시 은평구 연서로
일품(一品)간장게장,은평구,한식,37.60783836,126.9241252,서울특별시 은평구 진흥로
큰바위,은평구,한식,37.60723941,126.9230567,서울특별시 은평구 진흥로11길
참맛집,성북구,한식,37.61429515,127.0596531,서울특별시 성북구 한천로
황박사 수원 왕갈비,은평구,기타(일반음식점),37.60835448,126.9253161,서울특별시 은평구 진흥로
동해회집,성북구,일식,37.61702867,127.0561485,서울특별시 성북구 한천로
옛골토성(상봉점),중랑구,한식,37.59606095,127.0859045,서울특별시 중랑구 면목로
아웃백 스테이크하우스 상봉점,중랑구,경양식,37.59654799,127.085203,서울특별시 중랑구 망우로
대명청정육생고기,중랑구,한식,37.60083121,127.0877898,서울특별시 중랑구 상봉중앙로6길
(주)더블유웨딩,중랑구,뷔페식,37.61295485,127.0776061,서울특별시 중랑구 동일로
춘향골남원추어탕,중랑구,한식,37.6162883,127.0779176,서울특별시 중랑구 중랑역로
칠드런,중랑구,경양식,37.61484314,127.0778889,서울특별시 중랑구 숙선옹주로
마늘골,중랑구,한식,37.58726923,127.0881362,서울특별시 중랑구 면목로
이어도참치,중랑구,일식,37.58717073,127.0796626,서울특별시 중랑구 동일로
용쥐숯불갈비,중랑구,한식,37.58813963,127.0856191,서울특별시 중랑구 겸재로
상봉갈비,중랑구,한식,37.59346207,127.0864812,서울특별시 중랑구 면목로
삼대(三代)신(辛)냉면,중랑구,한식,37.58893356,127.0890711,서울특별시 중랑구 겸재로
맛치킨,중랑구,통닭(치킨),37.59019077,127.0988508,서울특별시 중랑구 용마산로96길
김밥천국,중랑구,분식,37.59497564,127.1002702,서울특별시 중랑구 용마산로
야레향,중구,중국식,37.55870288,126.9801485,서울특별시 중구 퇴계로10길
서울렉스호텔한식당,중구,한식,37.55865976,126.9809363,서울특별시 중구 퇴계로10길
남문토방,중구,한식,37.56106708,126.9800438,서울특별시 중구 남대문시장길
다한우,중구,한식,37.56344163,126.977381,서울특별시 중구 남대문로1길
화성,중구,한식,37.5684225,126.9782579,서울특별시 중구 세종대로
일식 성진,중구,일식,37.5621351,126.9897275,서울특별시 중구 삼일대로4길
KR 명동삼계탕,중구,한식,37.56107823,126.9821625,서울특별시 중구 명동8나길
아비꼬두산타워점,중구,일식,37.56888548,127.0087748,서울특별시 중구 장충단로
백정(동대문점),중구,한식,37.56771066,127.007765,서울특별시 중구 을지로43길
모나크 양식,중구,뷔페식,37.56873419,127.0076655,서울특별시 중구 장충단로13길
함흥냉면,중구,한식,37.56427271,126.9998823,서울특별시 중구 마른내로
치보치마,중구,경양식,37.55240049,126.9872889,서울특별시 중구 남산공원길
목멱산방,중구,한식,37.55240049,126.9872889,서울특별시 중구 남산공원길
원조남산왕돈까스,중구,한식,37.55736665,126.9861246,서울특별시 중구 소파로
남산산채집 주식회사,중구,한식,37.55677549,126.9851876,서울특별시 중구 소파로
촛불,중구,경양식,37.55679353,126.9853551,서울특별시 중구 소파로
참맛감자탕,중구,한식,37.55366218,127.009624,서울특별시 중구 다산로
도림,중구,중국식,37.56534517,126.981007,서울특별시 중구 을지로
(주)신세계조선호텔 스시조,중구,일식,37.56448368,126.9801832,서울특별시 중구 소공로
노사봉家  아리랑,중구,한식,37.56388549,126.9805863,서울특별시 중구 남대문로7길
야래향,중구,중국식,37.56377379,126.9807765,서울특별시 중구 남대문로7길
오리엔탈리안,중구,기타(일반음식점),37.56369098,126.9812519,서울특별시 중구 남대문로7길
보리수,중구,한식,37.564729,126.9817316,서울특별시 중구 남대문로
늘푸른풀,중구,한식,37.564729,126.9817316,서울특별시 중구 남대문로
국수사,중구,일식,37.56534517,126.981007,서울특별시 중구 을지로
하나미,중구,한식,37.564729,126.9817316,서울특별시 중구 남대문로
아쿠아,중구,일식,37.564729,126.9817316,서울특별시 중구 남대문로
북촌전골,중구,한식,37.564729,126.9817316,서울특별시 중구 남대문로
고구려삼계탕,중구,한식,37.564729,126.9817316,서울특별시 중구 남대문로
유경,중구,한식,37.564729,126.9817316,서울특별시 중구 남대문로
남강,중구,한식,37.56196319,126.9735197,서울특별시 중구 세종대로11길
진사댁,중구,한식,37.56347155,126.9840363,서울특별시 중구 명동길
명동교자,중구,분식,37.56257437,126.9857569,서울특별시 중구 명동10길
회빈장,중구,중국식,37.562282,126.9824384,서울특별시 중구 명동2길
(주)딘타이펑코리아,중구,중국식,37.56249803,126.9810485,서울특별시 중구 남대문로
미스터피자명동3호점,중구,패스트푸드,37.56249803,126.9810485,서울특별시 중구 남대문로
청해,중구,일식,37.56418499,126.9830039,서울특별시 중구 남대문로
명동돈까스,중구,경양식,37.5640265,126.9835744,서울특별시 중구 명동3길
명동미성옥,중구,한식,37.5641635,126.9839275,서울특별시 중구 명동길
청원,중구,한식,37.55732249,126.9797732,서울특별시 중구 퇴계로8길
복수사,중구,일식,37.56075084,126.986468,서울특별시 중구 퇴계로
옥향루,종로구,중국식,37.60659416,126.9708447,서울특별시 종로구 평창문화로
이천영양돌솥밥,종로구,한식,37.60663268,126.9666272,서울특별시 종로구 평창11길
대평갈비,종로구,한식,37.60698322,126.9701741,서울특별시 종로구 평창문화로
경복궁 박광일 참치,종로구,일식,37.57842222,126.9720014,서울특별시 종로구 자하문로
올리바 가든,종로구,경양식,37.57758983,126.972536,서울특별시 종로구 자하문로
팔보면옥,종로구,한식,37.57081727,127.0080913,서울특별시 종로구 종로
(유)아웃백스테이크하우스코리아종로점,종로구,경양식,37.56987968,126.9860408,서울특별시 종로구 종로
또와,종로구,한식,37.57446182,126.9735967,서울특별시 종로구 새문안로5가길
광화문추어탕,종로구,분식,37.57446182,126.9735967,서울특별시 종로구 새문안로5가길
아리랑가든,종로구,한식,37.5718511,126.9864026,서울특별시 종로구 인사동3길
미당,종로구,한식,37.57108802,126.9715649,서울특별시 종로구 경희궁1길
아웃백 스테이크하우스 동묘역점,종로구,경양식,37.57272295,127.0160834,서울특별시 종로구 종로
동아리,종로구,한식,37.56933844,126.9813773,서울특별시 종로구 청계천로
호아센 청계광장점,종로구,경양식,37.56948218,126.9788688,서울특별시 종로구 청계천로
송전,종로구,일식,37.56981374,126.9788597,서울특별시 종로구 종로
삼청동 우물집,종로구,한식,37.58835657,126.9810464,서울특별시 종로구 삼청로11길
눈나무집,종로구,한식,37.58748094,126.981889,서울특별시 종로구 삼청로
이탈리안갈릭(대학로본점),종로구,기타(일반음식점),37.5818601,127.0025813,서울특별시 종로구 대학로10길
롯데리아 T.G.I.F 대학로점,종로구,경양식,37.58289085,127.0021149,서울특별시 종로구 대학로
일품당샤브샤브,종로구,한식,37.57151768,126.9750512,서울특별시 종로구 세종대로23길
칸지고고,종로구,중국식,37.57170448,126.9723027,서울특별시 종로구 새문안로3길
매드포갈릭 광화문점,종로구,경양식,37.57170448,126.9723027,서울특별시 종로구 새문안로3길
하누소,종로구,한식,37.57276307,126.9879012,서울특별시 종로구 삼일대로
금해 복집,종로구,일식,37.60696564,126.9595557,서울특별시 종로구 진흥로
누리,종로구,한식,37.57501165,126.9852474,서울특별시 종로구 인사동14길
처마끝 하늘풍경,종로구,한식,37.57487472,126.9853516,서울특별시 종로구 인사동14길
두대문집,종로구,한식,37.57461158,126.9849984,서울특별시 종로구 인사동12길
고궁,종로구,한식,37.57426558,126.9848762,서울특별시 종로구 인사동길
한과채밥집,종로구,한식,37.57434498,126.985723,서울특별시 종로구 인사동10길
인사동수제비,종로구,분식,37.57414319,126.9860536,서울특별시 종로구 인사동8길
(주)이티앤제우스 불고기브라더스 종로점,종로구,일식,37.5687086,126.9879834,서울특별시 종로구 삼일대로
피자모레,종로구,기타(일반음식점),37.56945089,126.98672,서울특별시 종로구 삼일대로19길
한일장,종로구,한식,37.56954128,126.9896902,서울특별시 종로구 수표로
대련집,종로구,한식,37.5684312,126.9890927,서울특별시 종로구 종로16길
큐슈센닌,종로구,한식,37.5795024,126.9868405,서울특별시 종로구 계동길
전주식당,은평구,한식,37.65699461,126.9478921,서울특별시 은평구 대서문길
다리원,은평구,중국식,37.58690801,126.9107728,서울특별시 은평구 증산서길
한국피자헛 증산역2호점,은평구,기타(일반음식점),37.58099723,126.905794,서울특별시 은평구 증산로
금바위감자탕,은평구,한식,37.58792928,126.9125696,서울특별시 은평구 증산로
오두막,은평구,한식,37.60139375,126.9230039,서울특별시 은평구 은평로11길
흥수갈비,은평구,한식,37.58944933,126.9164129,서울특별시 은평구 응암로13길
풍년명절,은평구,한식,37.59435035,126.9158775,서울특별시 은평구 응암로21길
블루스카이,은평구,경양식,37.6108396,126.9174762,서울특별시 은평구 서오릉로
은평 참숯갈비(별관),은평구,한식,37.61945673,126.9229218,서울특별시 은평구 연서로
지 미,은평구,중국식,37.61083093,126.9321544,서울특별시 은평구 진흥로15길
만포면옥,은평구,한식,37.61414081,126.917459,서울특별시 은평구 연서로
다성채,은평구,한식,37.62005505,126.9176881,서울특별시 은평구 연서로29길
최월선등촌칼국수,은평구,분식,37.622734,126.9194432,서울특별시 은평구 통일로
제주회집,용산구,일식,37.54172377,126.9624514,서울특별시 용산구 효창원로70길
정선참숯골,용산구,한식,37.52370295,126.9600215,서울특별시 용산구 이촌로29길
남해,용산구,일식,37.53027561,126.9684352,서울특별시 용산구 한강대로
이조설렁탕.함흥냉면,용산구,한식,37.53591688,126.9724698,서울특별시 용산구 백범로99길
봉희설렁탕삼각지점,용산구,한식,37.53599612,126.9722435,서울특별시 용산구 백범로99길
